Business Name,Business Owner,Permit Type,Address,City,State,Zip,Latitude,Longitude,Mapped Location
HUSK,HUSH NASH INC.,ON-SALE BEER,37 RUTLEDGE STREET  NASHVILLE,NASHVILLE,TN,37210,36.1553336266,-86.7698197024,"37 RUTLEDGE STREET NASHVILLE
NASHVILLE, TN 37210
(36.1553336266, -86.7698197024)"
ROCK BOTTOM BREWERY ROCK BOTTOM ROOFTOP,BIG RIVER BREWERIES INC.,ON/OFF-SALE BEER,111 BROADWAY,NASHVILLE,TN,37201,36.1616697784,-86.7747862478,"111 BROADWAY
NASHVILLE, TN 37201
(36.1616697784, -86.7747862478)"
INGLEWOOD DISCOUNT TOBACCO & BEER,HUSARI FUAD SALIM,OFF-SALE BEER,3212 GALLATIN PIKE  NASHVILLE,NASHVILLE,TN,37216,36.2069338692,-86.7358490539,"3212 GALLATIN PIKE NASHVILLE
NASHVILLE, TN 37216
(36.2069338692, -86.7358490539)"
LAS FIESTAS CAFE,M TAYLOR LLC,ON-SALE BEER,3623 GALLATIN PIKE,NASHVILLE,TN,37216,36.2130578318,-86.7319039415,"3623 GALLATIN PIKE
NASHVILLE, TN 37216
(36.2130578318, -86.7319039415)"
HOPS AND CRAFTS,HOPS AND CRAFTS LLC,ON/OFF-SALE BEER,319 12TH AVENUE SOUTH,NASHVILLE,TN,37203,36.1527123931,-86.7854253465,"319 12TH AVENUE SOUTH
NASHVILLE, TN 37203
(36.1527123931, -86.7854253465)"
JACK CAWTHON'S BAR-B-QUE,JACK CAWTHON'S BAR-B-QUE INC.,ON-SALE BEER,1601 CHARLOTTE AVENUE,NASHVILLE,TN,37203,36.1593862552,-86.7960880487,"1601 CHARLOTTE AVENUE
NASHVILLE, TN 37203
(36.1593862552, -86.7960880487)"
DARFONS RESTAURANT AND LOUNGE,DARSINOS AND SONS INC.,ON-SALE BEER,2810 ELM HILL PIKE,NASHVILLE,TN,37214,36.1489176637,-86.6649763277,"2810 ELM HILL PIKE
NASHVILLE, TN 37214
(36.1489176637, -86.6649763277)"
CARL'S,TORBETT JAMES A.,ON/OFF-SALE BEER,3765B NOLENSVILLE PIKE,NASHVILLE,TN,37211,36.0913367451,-86.7359910875,"3765B NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.0913367451, -86.7359910875)"
ROSE DISCOUNT TOBACCO AND BEER,TAWFIK JOSEPH,OFF-SALE BEER,3011 NOLENSVILLE PIKE,NASHVILLE,TN,37211,36.1066904324,-86.7434027094,"3011 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.1066904324, -86.7434027094)"
TWICE DAILY,TRI-STAR ENERGY LLC,OFF-SALE BEER,501 HICKORY HILLS BOULEVARD,WHITES CREEK,TN,37189,36.2777539264,-86.7968909155,"501 HICKORY HILLS BOULEVARD
WHITES CREEK, TN 37189
(36.2777539264, -86.7968909155)"
ELYSIAN MARKET,ABDELSAYED AMGAD,OFF-SALE BEER,3815 NOLENSVILLE PIKE,NASHVILLE,TN,37211,36.0869310762,-86.7308469936,"3815 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.0869310762, -86.7308469936)"
TWICEDAILY,TRI-STAR ENERGY LLC,OFF-SALE BEER,648 THOMPSON LANE,NASHVILLE,TN,37204,36.1118135898,-86.7578645177,"648 THOMPSON LANE
NASHVILLE, TN 37204
(36.1118135898, -86.7578645177)"
ACE MARKET,REZKALLA EMAD,OFF-SALE BEER,808 BRADFORD AVENUE,NASHVILLE,TN,37204,36.1286825632,-86.7788985166,"808 BRADFORD AVENUE
NASHVILLE, TN 37204
(36.1286825632, -86.7788985166)"
BOMBAY PALACE,ARORA INC.,ON-SALE BEER,2912 WEST END AVENUE,NASHVILLE,TN,37203,36.1444344931,-86.8137648583,"2912 WEST END AVENUE
NASHVILLE, TN 37203
(36.1444344931, -86.8137648583)"
BLACKSTONE BREWING CO. LLC,BLACKSTONE BREWING CO. LLC,ON/OFF-SALE BEER,2312 CLIFTON AVENUE,NASHVILLE,TN,37209,36.1584274346,-86.8101802611,"2312 CLIFTON AVENUE
NASHVILLE, TN 37209
(36.1584274346, -86.8101802611)"
ET MARKET DISCOUNT TOBACCO &,ISKANDER WAHIB ISKANDER AMIR,OFF-SALE BEER,4000 GALLATIN PIKE,NASHVILLE,TN,37216,36.2197329821,-86.7269885048,"4000 GALLATIN PIKE
NASHVILLE, TN 37216
(36.2197329821, -86.7269885048)"
BELLA NAPOLI PIZZERIA,BELLA NAPOLI EDGEHILL VILLAGE LLC,ON-SALE BEER,1200 VILLA PLACE SUITE 206,NASHVILLE,TN,37212,36.1430064254,-86.7917670235,"1200 VILLA PLACE SUITE 206
NASHVILLE, TN 37212
(36.1430064254, -86.7917670235)"
BENCHMARK,GRISSOM PRIME INVESTMENTS LLC,ON-SALE BEER,117 2ND AVENUE NORTH,NASHVILLE,TN,37201,36.1623938207,-86.7758402038,"117 2ND AVENUE NORTH
NASHVILLE, TN 37201
(36.1623938207, -86.7758402038)"
COURTYARD BY MARRIOTT-MUSIC CI,GATEWAY LODGING CO. INC.,ON-SALE BEER,125 MUSIC CITY CIRCLE,NASHVILLE,TN,37214,36.2227585623,-86.6971023742,"125 MUSIC CITY CIRCLE
NASHVILLE, TN 37214
(36.2227585623, -86.6971023742)"
FOGATAS,FOGATAS LLC,ON-SALE BEER,5560 NOLENSVILLE PIKE,NASHVILLE,TN,37211,36.0482771516,-86.7106653737,"5560 NOLENSVILLE PIKE
NASHVILLE, TN 37211
(36.0482771516, -86.7106653737)"
PUB NASHVILLE LLC,PUB NASHVILLE LLC,ON-SALE BEER,400 11TH AVENUE SOUTH,NASHVILLE,TN,37203,36.1526427316,-86.7832867918,"400 11TH AVENUE SOUTH
NASHVILLE, TN 37203
(36.1526427316, -86.7832867918)"
ATMALOGY,ATMALOGY LLC,ON-SALE BEER,2320 WEST END AVENUE,NASHVILLE,TN,37203,36.1483669984,-86.806261959,"2320 WEST END AVENUE
NASHVILLE, TN 37203
(36.1483669984, -86.806261959)"
MICKEY'S TAVERN,SHAMROCK & THISTLE LLC,ON-SALE BEER,2907 GALLATIN PIKE,NASHVILLE,TN,37216,36.2028892747,-86.7392199754,"2907 GALLATIN PIKE
NASHVILLE, TN 37216
(36.2028892747, -86.7392199754)"
TWO TWENTY TWO GRILL & CATERIN,HALL OF FAME GRILL & CATERING LLC,ON-SALE BEER,222 5TH AVENUE SOUTH,NASHVILLE,TN,37203,36.1580030828,-86.7766480889,"222 5TH AVENUE SOUTH
NASHVILLE, TN 37203
(36.1580030828, -86.7766480889)"
MUCHO EXPRESS,BERHANE TESFALIDET,OFF-SALE BEER,167 LAFAYETTE STREET,NASHVILLE,TN,37210,36.1469650797,-86.7576481278,"167 LAFAYETTE STREET
NASHVILLE, TN 37210
(36.1469650797, -86.7576481278)"
CHINA COTTAGE CAFE INC,CHINA COTTAGE CAFE INC,ON-SALE BEER,1795 GALLATIN PIKE NORTH,MADISON,TN,37115,36.2971842321,-86.7009835139,"1795 GALLATIN PIKE NORTH
MADISON, TN 37115
(36.2971842321, -86.7009835139)"
HOMEWOOD SUITES NASHVILLE / VA,2400 TN WEST END AVENUE LLC,ON-SALE BEER,2400 WEST END AVENUE,NASHVILLE,TN,37212,36.1469775808,-86.8074109928,"2400 WEST END AVENUE
NASHVILLE, TN 37212
(36.1469775808, -86.8074109928)"
TURN ONE,CRUM CYNTHIA J.,ON/OFF-SALE BEER,3208 GALLATIN ROAD,NASHVILLE,TN,37206,36.2066516886,-86.7359805662,"3208 GALLATIN ROAD
NASHVILLE, TN 37206
(36.2066516886, -86.7359805662)"
BUSHEL & BASKETS,TRAVEL TRADERS HOTEL STORES INC.,OFF-SALE BEER,2800 OPRYLAND DRIVE,NASHVILLE,TN,37214,36.2157697599,-86.6932642055,"2800 OPRYLAND DRIVE
NASHVILLE, TN 37214
(36.2157697599, -86.6932642055)"
NASHVILLE SHORES MARINA,NASHVILLE SHORES HOLDING LLC,ON/OFF-SALE BEER,4001 BELL ROAD,HERMITAGE,TN,37076,36.1598971354,-86.6085465053,"4001 BELL ROAD
HERMITAGE, TN 37076
(36.1598971354, -86.6085465053)"
TENNESSEE TAPROOM LLC,TENNESSEE TAPROOM LLC,ON-SALE BEER,809 EWING AVENUE,NASHVILLE,TN,37203,36.1503460624,-86.7761042315,"809 EWING AVENUE
NASHVILLE, TN 37203
(36.1503460624, -86.7761042315)"
TENNESSEE BREW STATION LLC,TENNESSEE BREW STATION  LLC,OFF-SALE BEER,809 EWING AVENUE,NASHVILLE,TN,37203,36.1503460624,-86.7761042315,"809 EWING AVENUE
NASHVILLE, TN 37203
(36.1503460624, -86.7761042315)"
THE FARM HOUSE,SPOONS LLC,ON-SALE BEER,210 ALMOND STREET,NASHVILLE,TN,37201,36.1589376067,-86.7748848128,"210 ALMOND STREET
NASHVILLE, TN 37201
(36.1589376067, -86.7748848128)"
LITTLE HARPETH BREWING,LITTLE HARPETH BREWING LLC,WHOLESALE BEER,30 OLDHAM STREET,NASHVILLE,TN,37213,36.1741608748,-86.7764071197,"30 OLDHAM STREET
NASHVILLE, TN 37213
(36.1741608748, -86.7764071197)"
JACKALOPE BREWING COMPANY LLC,JACKALOPE BREWING COMPANY LLC,ON/OFF-SALE BEER,701 8TH AVENUE SOUTH,NASHVILLE,TN,37203,36.1503279617,-86.7795033052,"701 8TH AVENUE SOUTH
NASHVILLE, TN 37203
(36.1503279617, -86.7795033052)"
CHUY'S,CHUY'S OPCO INC.,ON-SALE BEER,163B OPRY MILLS DRIVE,NASHVILLE,TN,37214,36.2005859282,-86.6910604954,"163B OPRY MILLS DRIVE
NASHVILLE, TN 37214
(36.2005859282, -86.6910604954)"
CHUY'S,CHUY'S OPCO INC.,ON-SALE BEER,1901 BROADWAY  NASHVILLE,NASHVILLE,TN,37203,36.1506606189,-86.7965519691,"1901 BROADWAY NASHVILLE
NASHVILLE, TN 37203
(36.1506606189, -86.7965519691)"
DISCOUNT TOBACCO BEER & GROCER,HANA GEORGE ADEEB,OFF-SALE BEER,5751 OLD HICKORY BOULEVARD,HERMITAGE,TN,37076,36.1736202152,-86.6027230952,"5751 OLD HICKORY BOULEVARD
HERMITAGE, TN 37076
(36.1736202152, -86.6027230952)"
SMILEY'S MARKET,GHARBAWY PETER,OFF-SALE BEER,5532 CLARKSVILLE PIKE,JOELTON,TN,37080,36.2811415185,-86.8753852945,"5532 CLARKSVILLE PIKE
JOELTON, TN 37080
(36.2811415185, -86.8753852945)"
MOZZARELLA PIZZERIA,LS PIZZA INC.,ON/OFF-SALE BEER,3912 LEBANON PIKE,HERMITAGE,TN,37076,36.1943399678,-86.6236536459,"3912 LEBANON PIKE
HERMITAGE, TN 37076
(36.1943399678, -86.6236536459)"
MAZATLAN MEXICAN RESTAURANT,MAZ LLC,ON-SALE BEER,7246 WHITES CREEK PIKE,JOELTON,TN,37080,36.320499624,-86.8664303662,"7246 WHITES CREEK PIKE
JOELTON, TN 37080
(36.320499624, -86.8664303662)"
SOULSHINE PIZZA FACTORY,SOULSHINE MIDTOWN LLC,ON-SALE BEER,1907 DIVISION STREET B,NASHVILLE,TN,37203,36.1498688722,-86.7963392146,"1907 DIVISION STREET B
NASHVILLE, TN 37203
(36.1498688722, -86.7963392146)"
NASHVILLE DISCOUNT TOBACCO,BESHARA SOUZE SHAMSHOON,OFF-SALE BEER,2323 DICKERSON PIKE,NASHVILLE,TN,37207,36.2081085254,-86.7670275652,"2323 DICKERSON PIKE
NASHVILLE, TN 37207
(36.2081085254, -86.7670275652)"
TENNESSEE BREW WORKS,TENNESSEE BREW WORKS LLC,WHOLESALE BEER,809 EWING AVENUE,NASHVILLE,TN,37203,36.1503460624,-86.7761042315,"809 EWING AVENUE
NASHVILLE, TN 37203
(36.1503460624, -86.7761042315)"
HYATT PLACE NASHVILLE,WHITE LODGING SERVICES CORPORATION,ON-SALE BEER,301 3RD AVENUE SOUTH,NASHVILLE,TN,37201,36.1584403848,-86.774452631,"301 3RD AVENUE SOUTH
NASHVILLE, TN 37201
(36.1584403848, -86.774452631)"
J&K SHELL GAS STATION,HEART OF PHOENIX INC.,OFF-SALE BEER,1110 BELL ROAD,ANTIOCH,TN,37013,36.0444472252,-86.6627424122,"1110 BELL ROAD
ANTIOCH, TN 37013
(36.0444472252, -86.6627424122)"
Z MART,HAMYA INC.,OFF-SALE BEER,24 LAFAYETTE STREET,NASHVILLE,TN,37210,36.1505592279,-86.7665127708,"24 LAFAYETTE STREET
NASHVILLE, TN 37210
(36.1505592279, -86.7665127708)"
TWO BITS,TIN ROOF ACQUISITION COMPANY LLC,ON-SALE BEER,1520 DEMONBREUN STREET,NASHVILLE,TN,37203,36.1532483215,-86.7902479119,"1520 DEMONBREUN STREET
NASHVILLE, TN 37203
(36.1532483215, -86.7902479119)"
THE DOG OF NASHVILLE,J.A.J. LLC,ON-SALE BEER,2127 BELCOURT AVENUE,NASHVILLE,TN,37212,36.1366538113,-86.8032425208,"2127 BELCOURT AVENUE
NASHVILLE, TN 37212
(36.1366538113, -86.8032425208)"
NINKI JAPANESE RESTAURANT,SDJ RESTAURANT INC.,ON-SALE BEER,4530 HARDING PIKE,NASHVILLE,TN,37205,36.1249278152,-86.8493867716,"4530 HARDING PIKE
NASHVILLE, TN 37205
(36.1249278152, -86.8493867716)"
VILLAGE PUB & BEER GARDEN,RV PARTNERS LLC,ON-SALE BEER,1308 MCGAVOCK PIKE,NASHVILLE,TN,37216,36.2043826375,-86.72483165,"1308 MCGAVOCK PIKE
NASHVILLE, TN 37216
(36.2043826375, -86.72483165)"
JAZZY'S RESTAURANT AND LOUNGE,JAZZY'S LLC,ON-SALE BEER,1520 HAMPTON STREET,NASHVILLE,TN,37207,36.208161645,-86.7791855881,"1520 HAMPTON STREET
NASHVILLE, TN 37207
(36.208161645, -86.7791855881)"
BURGER REPUBLIC TWO,BURGER REPUBLIC TWO LLC,ON-SALE BEER,420 11TH AVENUE SOUTH,NASHVILLE,TN,37203,36.152393993,-86.7833085364,"420 11TH AVENUE SOUTH
NASHVILLE, TN 37203
(36.152393993, -86.7833085364)"
PINEWOOD SOCIAL,PINEWOOD SOCIAL LLC,ON-SALE BEER,33 PEABODY STREET,NASHVILLE,TN,37210,36.1582769513,-86.7677710832,"33 PEABODY STREET
NASHVILLE, TN 37210
(36.1582769513, -86.7677710832)"
DELTA NECESSITIES,TRAVEL TRADERS HOTEL STORES INC.,OFF-SALE BEER,2800 OPRYLAND DRIVE,NASHVILLE,TN,37214,36.2157697599,-86.6932642055,"2800 OPRYLAND DRIVE
NASHVILLE, TN 37214
(36.2157697599, -86.6932642055)"
LAS PALMAS MEXICAN RESTAURANT,PALMAS VERDES LLC,ON-SALE BEER,5104 OLD HICKORY BOULEVARD,HERMITAGE,TN,37076,36.1920719623,-86.6149448324,"5104 OLD HICKORY BOULEVARD
HERMITAGE, TN 37076
(36.1920719623, -86.6149448324)"
FIRST ONE MARKET,NASR AYDA,OFF-SALE BEER,660 OLD HICKORY BOULEVARD EAST,MADISON,TN,37115,36.2631255721,-86.6967244355,"660 OLD HICKORY BOULEVARD EAST
MADISON, TN 37115
(36.2631255721, -86.6967244355)"
M AND H MARKET INC.,M AND H MARKET INC.,OFF-SALE BEER,1625 23RD AVENUE NORTH,NASHVILLE,TN,37208,36.1764368925,-86.8138749279,"1625 23RD AVENUE NORTH
NASHVILLE, TN 37208
(36.1764368925, -86.8138749279)"
RIVERSIDE MARKET LLC,RIVERSIDE MARKET LLC,OFF-SALE BEER,2301 RIVERSIDE DRIVE,NASHVILLE,TN,37216,36.2050833863,-86.7241698983,"2301 RIVERSIDE DRIVE
NASHVILLE, TN 37216
(36.2050833863, -86.7241698983)"
THE HOP STOP,BETH DRIVEN LLC,ON/OFF-SALE BEER,2909B GALLATIN PIKE,NASHVILLE,TN,37216,36.2030717095,-86.7391268498,"2909B GALLATIN PIKE
NASHVILLE, TN 37216
(36.2030717095, -86.7391268498)"
VALENTINO'S RISTORANTE,VALENTINO'S RISTORANTE LLC,ON-SALE BEER,1907 WEST END AVENUE,NASHVILLE,TN,37203,36.1517632274,-86.7978781494,"1907 WEST END AVENUE
NASHVILLE, TN 37203
(36.1517632274, -86.7978781494)"
KOI RESTAURANT,WU'S RESTAURANT INC.,ON-SALE BEER,4803 OLD HICKORY BOULEVARD,HERMITAGE,TN,37076,36.1998757209,-86.621490944,"4803 OLD HICKORY BOULEVARD
HERMITAGE, TN 37076
(36.1998757209, -86.621490944)"
E.V. MARKET,RUSSELL ERICA A,ON/OFF-SALE BEER,661 MOORMANS ARM ROAD,NASHVILLE,TN,37207,36.2168103001,-86.8097186566,"661 MOORMANS ARM ROAD
NASHVILLE, TN 37207
(36.2168103001, -86.8097186566)"
TAVERN '96,SMOKY MOUNTAIN SPORTSERVICE INC.,ON-SALE BEER,501 BROADWAY,NASHVILLE,TN,37203,36.1595351743,-86.778788514,"501 BROADWAY
NASHVILLE, TN 37203
(36.1595351743, -86.778788514)"
MOTO,MOTO LLC,ON-SALE BEER,1120 MCGAVOCK STREET,NASHVILLE,TN,37203,36.1560413657,-86.7862628099,"1120 MCGAVOCK STREET
NASHVILLE, TN 37203
(36.1560413657, -86.7862628099)"
CHEAPEST DISCOUNT TOBACCO & BE,MIKHAEIL MAGED,OFF-SALE BEER,341 GALLATIN PIKE NORTH,MADISON,TN,37115,36.2655499373,-86.7115601998,"341 GALLATIN PIKE NORTH
MADISON, TN 37115
(36.2655499373, -86.7115601998)"
DANIAL MARKET,GHALY MAGED,OFF-SALE BEER,2511 DICKERSON PIKE,NASHVILLE,TN,37207,36.2116495587,-86.7649857001,"2511 DICKERSON PIKE
NASHVILLE, TN 37207
(36.2116495587, -86.7649857001)"
NASHVILLE SMOKE AND ALE,ARRIVISTE LLC,ON/OFF-SALE BEER,15551 OLD HICKORY BOULEVARD,NASHVILLE,TN,37211,36.0393788004,-86.7416738444,"15551 OLD HICKORY BOULEVARD
NASHVILLE, TN 37211
(36.0393788004, -86.7416738444)"
FOODTOWN SUPERMARKET,FOODTOWN INC.,OFF-SALE BEER,5312 CANE RIDGE ROAD,ANTIOCH,TN,37013,36.0431269918,-86.6612488194,"5312 CANE RIDGE ROAD
ANTIOCH, TN 37013
(36.0431269918, -86.6612488194)"
SAINT ANEJO/THE ROSEWALL,1120 LLC,ON-SALE BEER,1120 MCGAVOCK STREET,NASHVILLE,TN,37203,36.1560413657,-86.7862628099,"1120 MCGAVOCK STREET
NASHVILLE, TN 37203
(36.1560413657, -86.7862628099)"
THE TREEHOUSE RESTAURANT,THE TREEHOUSE RESTAURANT LLC,ON-SALE BEER,1011 CLEARVIEW AVENUE,NASHVILLE,TN,37206,36.1778453495,-86.7505292695,"1011 CLEARVIEW AVENUE
NASHVILLE, TN 37206
(36.1778453495, -86.7505292695)"
CHATEAU WEST,CHATEAU WEST END INC.,ON-SALE BEER,3408 WEST END AVENUE,NASHVILLE,TN,37203,36.1389164581,-86.820297646,"3408 WEST END AVENUE
NASHVILLE, TN 37203
(36.1389164581, -86.820297646)"
ADELAIDAS MEXICAN GRILL,ADELAIDAS INC.,ON-SALE BEER,1433 ROBINSON ROAD,OLD HICKORY,TN,37138,36.256383181,-86.6538841285,"1433 ROBINSON ROAD
OLD HICKORY, TN 37138
(36.256383181, -86.6538841285)"
MADISON FOOD MARKET,MADISON FOOD MARKET INC.,OFF-SALE BEER,201 WEBSTER STREET EAST,NASHVILLE,TN,37115,36.2516568538,-86.7162910575,"201 WEBSTER STREET EAST
NASHVILLE, TN 37115
(36.2516568538, -86.7162910575)"
TWO BOOTS PIZZA,THE SKB GROUP LLC,ON-SALE BEER,1925 BROADWAY,NASHVILLE,TN,37203,36.1493351333,-86.7980523015,"1925 BROADWAY
NASHVILLE, TN 37203
(36.1493351333, -86.7980523015)"
JONATHAN'S GRILLE,JONATHAN'S GRILLE-GREEN HILLS LLC,ON-SALE BEER,3805 GREEN HILLS VILLAGE DRIVE,NASHVILLE,TN,37215,36.1085997536,-86.8164066824,"3805 GREEN HILLS VILLAGE DRIVE
NASHVILLE, TN 37215
(36.1085997536, -86.8164066824)"
THE HARDING HOUSE,HARDING HOUSE INC.,ON-SALE BEER,5025 HARDING PIKE,NASHVILLE,TN,37205,36.1052423757,-86.866588382,"5025 HARDING PIKE
NASHVILLE, TN 37205
(36.1052423757, -86.866588382)"
M. RESTAURANT & BAR,M. INC.,ON-SALE BEER,209 10TH AVENUE SOUTH SUITE 223,NASHVILLE,TN,37203,36.1549094275,-86.7824692068,"209 10TH AVENUE SOUTH SUITE 223
NASHVILLE, TN 37203
(36.1549094275, -86.7824692068)"
JERRY'S CITGO,F&B MART LLC,OFF-SALE BEER,3900 CLARKSVILLE PIKE,NASHVILLE,TN,37218,36.2077324641,-86.8395241055,"3900 CLARKSVILLE PIKE
NASHVILLE, TN 37218
(36.2077324641, -86.8395241055)"
BORDEAUX MARKET,YOUSSEF SAMY,OFF-SALE BEER,2007 SOUTH HAMILTON ROAD,NASHVILLE,TN,37218,36.19296231,-86.8322932308,"2007 SOUTH HAMILTON ROAD
NASHVILLE, TN 37218
(36.19296231, -86.8322932308)"
EL MARIACHI MEXICAN RESTAURANT,MAGANA INC.,OFF-SALE BEER,614 THOMPSON LANE,NASHVILLE,TN,37204,36.1115496437,-86.753739917,"614 THOMPSON LANE
NASHVILLE, TN 37204
(36.1115496437, -86.753739917)"
GAYLORD SPRINGS GOLF LINKS- FO,MARRIOTT HOTEL SERVICES INC,ON-SALE BEER,18 SPRINGHOUSE LANE,NASHVILLE,TN,37214,36.2229256236,-86.6802008711,"18 SPRINGHOUSE LANE
NASHVILLE, TN 37214
(36.2229256236, -86.6802008711)"
GAYLORD HOTEL DELTA ISLAND F,MARRIOTT HOTEL SERVICES INC,ON-SALE BEER,2800 OPRYLAND DRIVE,NASHVILLE,TN,37214,36.2157697599,-86.6932642055,"2800 OPRYLAND DRIVE
NASHVILLE, TN 37214
(36.2157697599, -86.6932642055)"
GAYLORD HOTEL PAISANOS PIZZA,MARRIOTT HOTEL SERVICES INC,ON-SALE BEER,2800 OPRYLAND DRIVE,NASHVILLE,TN,37214,36.2157697599,-86.6932642055,"2800 OPRYLAND DRIVE
NASHVILLE, TN 37214
(36.2157697599, -86.6932642055)"
GAYLORD HOTEL CHEEKWOOD D-E,MARRIOTT HOTEL SERVICES INC.,ON-SALE BEER,2800 OPRYLAND DRIVE,NASHVILLE,TN,37214,36.2157697599,-86.6932642055,"2800 OPRYLAND DRIVE
NASHVILLE, TN 37214
(36.2157697599, -86.6932642055)"
HORIZON MARKET INC,HORIZON MARKET INC,OFF-SALE BEER,1691 MURFREESBORO PIKE,NASHVILLE,TN,37217,36.1029667884,-86.666577952,"1691 MURFREESBORO PIKE
NASHVILLE, TN 37217
(36.1029667884, -86.666577952)"
CITY FIRE,MUSIC CITY FLATS LLC,ON-SALE BEER,610 12TH AVENUE SOUTH,NASHVILLE,TN,37203,36.1513514736,-86.7840650485,"610 12TH AVENUE SOUTH
NASHVILLE, TN 37203
(36.1513514736, -86.7840650485)"
WORLD FAMOUS TOOTSIES ORCHID L,TOOTSIES ENTERTAINMENT LLC,ON-SALE BEER,422 BROADWAY,NASHVILLE,TN,37203,36.1608621231,-86.7782862014,"422 BROADWAY
NASHVILLE, TN 37203
(36.1608621231, -86.7782862014)"
TIN DOG TAVERN,TDT LLC,ON-SALE BEER,1401 4TH AVENUE SOUTH,NASHVILLE,TN,37210,36.1399402341,-86.763620389,"1401 4TH AVENUE SOUTH
NASHVILLE, TN 37210
(36.1399402341, -86.763620389)"
FRESH TO ORDER,F2O ELLISTON NASHVILLE LLC,ON-SALE BEER,2316 ELLISTON PLACE,NASHVILLE,TN,37203,36.1498457507,-86.8063475593,"2316 ELLISTON PLACE
NASHVILLE, TN 37203
(36.1498457507, -86.8063475593)"
DAILYS,TRI STAR ENERGY LLC,OFF-SALE BEER,312 HARDING PLACE,NASHVILLE,TN,37211,36.0875295027,-86.6929215293,"312 HARDING PLACE
NASHVILLE, TN 37211
(36.0875295027, -86.6929215293)"
3RD AND LINDSLEY BAR & GRILL,VINMAN CORPORATION,ON-SALE BEER,812-818 3RD AVENUE SOUTH,NASHVILLE,TN,37210,36.1524759062,-86.7699987523,"812-818 3RD AVENUE SOUTH
NASHVILLE, TN 37210
(36.1524759062, -86.7699987523)"
THE 404 KITCHEN,THE 404 KITCHEN LLC,ON-SALE BEER,404 12TH AVENUE SOUTH,NASHVILLE,TN,37203,36.1523711719,-86.784446184,"404 12TH AVENUE SOUTH
NASHVILLE, TN 37203
(36.1523711719, -86.784446184)"
TWICEDAILY,TRI-STAR ENERGY LLC,OFF-SALE BEER,1702 WEST END AVENUE,NASHVILLE,TN,37203,36.1532481724,-86.7943158302,"1702 WEST END AVENUE
NASHVILLE, TN 37203
(36.1532481724, -86.7943158302)"
STEEL HORSEMEN MC LLC,STEEL HORSEMEN MC LLC,ON-SALE BEER,2700 TUCKER ROAD,NASHVILLE,TN,37218,36.2053945317,-86.8215592599,"2700 TUCKER ROAD
NASHVILLE, TN 37218
(36.2053945317, -86.8215592599)"
SPEEDWAY,SPEEDWAY LLC,OFF-SALE BEER,2600 GALLATIN AVENUE,NASHVILLE,TN,37216,36.1969529147,-86.7418554939,"2600 GALLATIN AVENUE
NASHVILLE, TN 37216
(36.1969529147, -86.7418554939)"
FROTHY MONKEY,THE FROTHY MONKEY LLC,ON-SALE BEER,2509 12TH AVENUE SOUTH,NASHVILLE,TN,37204,36.1246088868,-86.7899347361,"2509 12TH AVENUE SOUTH
NASHVILLE, TN 37204
(36.1246088868, -86.7899347361)"
SHELL AT MADISON,KUSH MAHI LLC,OFF-SALE BEER,1311 BRIARVILLE ROAD,NASHVILLE,TN,37115,36.2449736947,-86.7358071103,"1311 BRIARVILLE ROAD
NASHVILLE, TN 37115
(36.2449736947, -86.7358071103)"
COPA CABANA BAR & GRILL,COPA CABANA LLC,ON-SALE BEER,6410 CHARLOTTE PIKE SUITE 112,NASHVILLE,TN,37209,36.1437764132,-86.874398724,"6410 CHARLOTTE PIKE SUITE 112
NASHVILLE, TN 37209
(36.1437764132, -86.874398724)"
YOUR PLACE CAFE,MCCULLOUGH JIM,ON/OFF-SALE BEER,413 MURFREESBORO ROAD,NASHVILLE,TN,37210,36.143835083,-86.7481328655,"413 MURFREESBORO ROAD
NASHVILLE, TN 37210
(36.143835083, -86.7481328655)"
WALKER'S CAFE & GRILL,WALKER'S CAFE & GRILL LLC,ON/OFF-SALE BEER,109 EWING LANE,NASHVILLE,TN,37207,36.2297913632,-86.7601519838,"109 EWING LANE
NASHVILLE, TN 37207
(36.2297913632, -86.7601519838)"
KWIK STOP SUPER MERCADO,KWIK STOP HOLDINGS LLC,OFF-SALE BEER,2821 SMITH SPRINGS ROAD,ANTIOCH,TN,37013,36.0884614183,-86.6080353575,"2821 SMITH SPRINGS ROAD
ANTIOCH, TN 37013
(36.0884614183, -86.6080353575)"
KOBE ASIAN FUSION RESTAURANT,MILLER SONGKANH,ON-SALE BEER,1609 MURFREESBORO PIKE C,NASHVILLE,TN,37217,36.1045297252,-86.6713498258,"1609 MURFREESBORO PIKE C
NASHVILLE, TN 37217
(36.1045297252, -86.6713498258)"
ROCK BOTTOM BREWERY,BIG RIVER BREWERIES INC,WHOLESALE BEER,111 BROADWAY,NASHVILLE,TN,37201,36.1616697784,-86.7747862478,"111 BROADWAY
NASHVILLE, TN 37201
(36.1616697784, -86.7747862478)"
LA MOVIDA NIGHT CLUB,SANTANA AQUILEO VEGA,ON-SALE BEER,721 GALLATIN ROAD NORTH,NASHVILLE,TN,37115,36.2718453508,-86.7106086143,"721 GALLATIN ROAD NORTH
NASHVILLE, TN 37115
(36.2718453508, -86.7106086143)"
